1.000029151119403,+1.31856840E+00,-2.52769500E-03,-1.32203700E-03,+1.12006270E+00,-1.97210400E-03,-1.35314100E-03,+4.79449960E-01,-1.11519800E-03,-9.38035000E-04
1.1000174906716418,+8.54596140E+00,-1.34394000E-04,-4.53600000E-05,+8.54089480E+00,+3.90090000E-05,-1.46446000E-04,+8.47636720E+00,-2.55439000E-04,-4.16530000E-04
1.1999766791044777,+1.11856340E+01,+1.15865950E+00,+1.98415000E-04,+1.11993660E+01,+1.15139740E+00,-1.56685000E-04,+1.11396710E+01,+1.08379130E+00,+1.74181000E-04
1.3000233208955223,+1.16443020E+01,+1.14825360E+00,-1.36597000E-04,+1.16461470E+01,+1.15610020E+00,+8.00920000E-05,+1.16655820E+01,+1.16188130E+00,+3.55619000E-04
1.4000116604477613,+1.16513950E+01,+1.07363220E+00,+2.56610000E-05,+1.17040620E+01,+1.16086800E+00,+3.88537000E-04,+1.17452050E+01,+1.13163780E+00,+1.68867000E-04
1.500029151119403,+1.00905130E+01,+1.15499600E+00,+2.94578000E-04,+1.01245110E+01,+1.11260570E+00,+3.55100000E-05,+1.00165800E+01,+1.14639580E+00,-8.41100000E-05
1.5999883395522387,+1.05400230E+01,+1.16004960E+00,+1.25192000E-04,+1.05574700E+01,+1.08108910E+00,-5.24870000E-05,+1.04542420E+01,+1.16205020E+00,+1.51501000E-04
1.6999766791044777,+9.02612990E+00,+1.00212840E+00,-1.38800000E-04,+8.89099520E+00,+1.01428810E+00,+3.09741000E-04,+9.00310940E+00,+1.00640250E+00,+3.76873000E-04
1.7999941697761195,+2.14284770E+00,-1.29600000E-06,+1.72755000E-04,+1.94510840E+00,+2.14745000E-04,+1.96083000E-04,+1.97989880E+00,-7.07610000E-05,-8.41100000E-05
1.8999825093283582,+2.03725030E-01,+5.54680000E-05,-1.89862000E-04,+2.07194220E-01,+2.36258000E-04,+1.31802000E-04,+2.03332780E-01,+1.05623000E-04,+4.65260000E-05
2.0,+1.15083880E+01,+1.10425240E+00,-3.68449000E-04,+1.11654590E+01,+1.02451220E+00,-9.11080000E-05,+1.06590480E+01,+1.82864000E-04,+1.09122000E-04
